Dimensions,Weight (lbs),FedEx Ground or FedEx Home Delivery,FedEx Standard Overnight,UPS Ground,UPS 3 Day Select,UPS 2nd Day Air,UPS Next Day Air Savar,UPS Next Day Air,USPS Priority,USPS Priority Express
30x18x18,52,82.86,390.14,64.92,90.29,121.42,221.4,231.46,128.95,383.55
30x20x4,52,81.43,365.71,62.19,82.82,110.58,200.63,209.66,97.87,315.92
30x20x6,52,81.43,365.71,62.19,82.82,110.58,200.63,209.66,122.87,340.92
30x20x8,52,81.43,365.71,62.19,82.82,110.58,200.63,209.66,122.87,340.92
30x20x10,52,81.43,365.71,62.19,82.82,110.58,200.63,209.66,122.87,340.92
30x20x12,52,81.43,365.71,62.19,82.82,110.58,200.63,209.66,122.87,340.92
30x20x18,52,84.72,432.73,67.55,97.75,132.27,242.16,253.27,136.28,423.57
30x20x20,52,87.32,466.47,70.77,105.42,143.98,263.69,275.87,0.0,0.0
30x24x6,52,81.43,365.71,62.19,82.82,110.58,200.63,209.66,122.87,340.92
30x24x10,52,81.43,365.71,62.19,82.82,110.58,200.63,209.66,122.87,340.92
30x24x12,52,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
30x24x20,52,93.13,521.38,79.54,121.29,169.65,308.76,323.2,0.0,0.0
30x24x24,52,103.01,637.42,93.1,141.71,202.66,366.72,384.05,0.0,0.0
30x26x24,52,107.14,682.16,99.67,150.78,217.34,392.48,411.1,0.0,0.0
30x30x6,52,81.43,365.71,62.19,82.82,110.58,200.63,209.66,122.87,340.92
30x30x8,52,81.43,365.71,62.19,82.82,110.58,200.63,209.66,122.87,340.92
30x30x10,52,81.72,374.91,62.92,86.03,115.22,209.53,219.01,0.0,0.0
30x30x12,52,84.72,432.73,67.55,97.75,132.27,242.16,253.27,0.0,0.0
24x18x6,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,98.87,321.63
24x18x8,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,98.87,321.63
24x18x10,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
24x18x12,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
24x18x14,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
24x18x15,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
27x14x9,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,98.87,321.63
27x27x27,53,332.55,0.0,167.8,221.33,292.09,475.55,495.14,0.0,0.0
28x4x4,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,98.87,321.63
28x4x24,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,98.87,321.63
28x6x6,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,98.87,321.63
28x6x20,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,98.87,321.63
28x6x52,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,0.0,0.0
28x8x8,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,98.87,321.63
28x10x10,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,98.87,321.63
28x12x6,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,98.87,321.63
28x12x8,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,98.87,321.63
28x12x10,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,98.87,321.63
28x12x12,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
28x14x14,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
28x15x15,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
28x16x5,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,98.87,321.63
28x16x7,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,98.87,321.63
28x16x10,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
28x16x12,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
28x16x14,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
28x17x5,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,98.87,321.63
28x18x6,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,98.87,321.63
28x18x8,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
28x18x10,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
28x18x12,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
28x18x18,53,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
28x20x10,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
28x20x12,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
28x20x20,53,85.65,436.24,68.64,99.88,135.37,248.1,259.5,138.43,434.98
28x20x24,53,90.01,506.63,75.13,114.49,158.65,289.45,302.92,0.0,0.0
28x20x25,53,91.82,514.23,77.65,119.03,165.98,302.32,316.44,0.0,0.0
28x24x6,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
28x24x12,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
28x24x20,53,90.01,506.63,75.13,114.49,158.65,289.45,302.92,0.0,0.0
28x28x6,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
28x28x8,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
28x28x10,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
28x28x12,53,82.38,378.68,64.06,88.15,118.33,215.47,225.24,127.49,372.23
28x28x20,53,97.88,567.0,85.79,130.37,184.32,334.52,350.25,0.0,0.0
28x28x22,53,101.67,631.83,92.13,140.57,200.83,363.5,380.67,0.0,0.0
28x28x28,53,339.65,0.0,178.22,237.21,317.77,520.63,542.47,0.0,0.0
29x17x3,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,98.87,321.63
29x17x5,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,98.87,321.63
29x17x7,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,98.87,321.63
29x17x9,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
29x17x12,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
29x17x15,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
29x17x20,53,83.45,391.24,65.48,91.36,122.97,224.36,234.58,129.6,389.27
29x24x24,53,101.2,615.04,90.38,137.17,195.33,353.84,370.53,0.0,0.0
30x5x24,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
30x6x6,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,98.87,321.63
30x6x24,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
30x6x30,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
30x6x40,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,0.0,0.0
30x8x8,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,98.87,321.63
30x10x10,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,98.87,321.63
30x12x4,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,98.87,321.63
30x12x6,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,98.87,321.63
30x12x12,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
30x13x13,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
30x14x7,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,98.87,321.63
30x14x10,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
30x15x15,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
30x17x16,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
30x17x17,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
30x18x16,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
30x18x18,53,82.86,390.14,64.92,90.29,121.42,221.4,231.46,128.95,383.55
30x20x4,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,98.87,321.63
30x20x6,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
30x20x8,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
30x20x10,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
30x20x12,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
30x20x18,53,84.72,432.73,67.55,97.75,132.27,242.16,253.27,136.28,423.57
30x20x20,53,87.32,466.47,70.77,105.42,143.98,263.69,275.87,0.0,0.0
30x24x6,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
30x24x10,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
30x24x12,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
30x24x20,53,93.13,521.38,79.54,121.29,169.65,308.76,323.2,0.0,0.0
30x24x24,53,103.01,637.42,93.1,141.71,202.66,366.72,384.05,0.0,0.0
30x26x24,53,107.14,682.16,99.67,150.78,217.34,392.48,411.1,0.0,0.0
30x30x6,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
30x30x8,53,81.68,371.42,62.21,83.89,112.12,203.6,212.78,123.87,346.63
30x30x10,53,81.72,374.91,62.92,86.03,115.22,209.53,219.01,0.0,0.0
30x30x12,53,84.72,432.73,67.55,97.75,132.27,242.16,253.27,0.0,0.0
24x18x6,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,99.95,327.22
24x18x8,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,99.95,327.22
24x18x10,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
24x18x12,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
24x18x14,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
24x18x15,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
27x14x9,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,99.95,327.22
27x27x27,54,332.55,0.0,167.8,221.33,292.09,475.55,495.14,0.0,0.0
28x4x4,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,99.95,327.22
28x4x24,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,99.95,327.22
28x6x6,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,99.95,327.22
28x6x20,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,99.95,327.22
28x6x52,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,0.0,0.0
28x8x8,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,99.95,327.22
28x10x10,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,99.95,327.22
28x12x6,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,99.95,327.22
28x12x8,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,99.95,327.22
28x12x10,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,99.95,327.22
28x12x12,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
28x14x14,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
28x15x15,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
28x16x5,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,99.95,327.22
28x16x7,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,99.95,327.22
28x16x10,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
28x16x12,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
28x16x14,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
28x17x5,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,99.95,327.22
28x18x6,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,99.95,327.22
28x18x8,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
28x18x10,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
28x18x12,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
28x18x18,54,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
28x20x10,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
28x20x12,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
28x20x20,54,85.65,436.24,68.64,99.88,135.37,248.1,259.5,138.43,434.98
28x20x24,54,90.01,506.63,75.13,114.49,158.65,289.45,302.92,0.0,0.0
28x20x25,54,91.82,514.23,77.65,119.03,165.98,302.32,316.44,0.0,0.0
28x24x6,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
28x24x12,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
28x24x20,54,90.01,506.63,75.13,114.49,158.65,289.45,302.92,0.0,0.0
28x28x6,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
28x28x8,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
28x28x10,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
28x28x12,54,82.38,378.68,64.06,88.15,118.33,215.47,225.24,127.49,372.23
28x28x20,54,97.88,567.0,85.79,130.37,184.32,334.52,350.25,0.0,0.0
28x28x22,54,101.67,631.83,92.13,140.57,200.83,363.5,380.67,0.0,0.0
28x28x28,54,339.65,0.0,178.22,237.21,317.77,520.63,542.47,0.0,0.0
29x17x3,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,99.95,327.22
29x17x5,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,99.95,327.22
29x17x7,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,99.95,327.22
29x17x9,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
29x17x12,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
29x17x15,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
29x17x20,54,83.45,391.24,65.48,91.36,122.97,224.36,234.58,129.6,389.27
29x24x24,54,101.2,615.04,90.38,137.17,195.33,353.84,370.53,0.0,0.0
30x5x24,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
30x6x6,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,99.95,327.22
30x6x24,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
30x6x30,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
30x6x40,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,0.0,0.0
30x8x8,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,99.95,327.22
30x10x10,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,99.95,327.22
30x12x4,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,99.95,327.22
30x12x6,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,99.95,327.22
30x12x12,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
30x13x13,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
30x14x7,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,99.95,327.22
30x14x10,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
30x15x15,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
30x17x16,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
30x17x17,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
30x18x16,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
30x18x18,54,82.86,390.14,64.92,90.29,121.42,221.4,231.46,128.95,383.55
30x20x4,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,99.95,327.22
30x20x6,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
30x20x8,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
30x20x10,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
30x20x12,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
30x20x18,54,84.72,432.73,67.55,97.75,132.27,242.16,253.27,136.28,423.57
30x20x20,54,87.32,466.47,70.77,105.42,143.98,263.69,275.87,0.0,0.0
30x24x6,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
30x24x10,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
30x24x12,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
30x24x20,54,93.13,521.38,79.54,121.29,169.65,308.76,323.2,0.0,0.0
30x24x24,54,103.01,637.42,93.1,141.71,202.66,366.72,384.05,0.0,0.0
30x26x24,54,107.14,682.16,99.67,150.78,217.34,392.48,411.1,0.0,0.0
30x30x6,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
30x30x8,54,81.71,373.81,62.48,84.96,113.67,206.57,215.89,124.95,352.22
30x30x10,54,81.72,374.91,62.92,86.03,115.22,209.53,219.01,0.0,0.0
30x30x12,54,84.72,432.73,67.55,97.75,132.27,242.16,253.27,0.0,0.0
24x18x6,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,100.93,332.97
24x18x8,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,100.93,332.97
24x18x10,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
24x18x12,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
24x18x14,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
24x18x15,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
27x14x9,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,100.93,332.97
27x27x27,55,332.55,0.0,167.8,221.33,292.09,475.55,495.14,0.0,0.0
28x4x4,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,100.93,332.97
28x4x24,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,100.93,332.97
28x6x6,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,100.93,332.97
28x6x20,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,100.93,332.97
28x6x52,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,0.0,0.0
28x8x8,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,100.93,332.97
28x10x10,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,100.93,332.97
28x12x6,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,100.93,332.97
28x12x8,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,100.93,332.97
28x12x10,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,100.93,332.97
28x12x12,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
28x14x14,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
28x15x15,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
28x16x5,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,100.93,332.97
28x16x7,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,100.93,332.97
28x16x10,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
28x16x12,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
28x16x14,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
28x17x5,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,100.93,332.97
28x18x6,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,100.93,332.97
28x18x8,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
28x18x10,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
28x18x12,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
28x18x18,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
28x20x10,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
28x20x12,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
28x20x20,55,85.65,436.24,68.64,99.88,135.37,248.1,259.5,138.43,434.98
28x20x24,55,90.01,506.63,75.13,114.49,158.65,289.45,302.92,0.0,0.0
28x20x25,55,91.82,514.23,77.65,119.03,165.98,302.32,316.44,0.0,0.0
28x24x6,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
28x24x12,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
28x24x20,55,90.01,506.63,75.13,114.49,158.65,289.45,302.92,0.0,0.0
28x28x6,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
28x28x8,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
28x28x10,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
28x28x12,55,82.38,378.68,64.06,88.15,118.33,215.47,225.24,127.49,372.23
28x28x20,55,97.88,567.0,85.79,130.37,184.32,334.52,350.25,0.0,0.0
28x28x22,55,101.67,631.83,92.13,140.57,200.83,363.5,380.67,0.0,0.0
28x28x28,55,339.65,0.0,178.22,237.21,317.77,520.63,542.47,0.0,0.0
29x17x3,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,100.93,332.97
29x17x5,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,100.93,332.97
29x17x7,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,100.93,332.97
29x17x9,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
29x17x12,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
29x17x15,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
29x17x20,55,83.45,391.24,65.48,91.36,122.97,224.36,234.58,129.6,389.27
29x24x24,55,101.2,615.04,90.38,137.17,195.33,353.84,370.53,0.0,0.0
30x5x24,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
30x6x6,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,100.93,332.97
30x6x24,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
30x6x30,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
30x6x40,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,0.0,0.0
30x8x8,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,100.93,332.97
30x10x10,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,100.93,332.97
30x12x4,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,100.93,332.97
30x12x6,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,100.93,332.97
30x12x12,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
30x13x13,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
30x14x7,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,100.93,332.97
30x14x10,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
30x15x15,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
30x17x16,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
30x17x17,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
30x18x16,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
30x18x18,55,82.86,390.14,64.92,90.29,121.42,221.4,231.46,128.95,383.55
30x20x4,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,100.93,332.97
30x20x6,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
30x20x8,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
30x20x10,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
30x20x12,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
30x20x18,55,84.72,432.73,67.55,97.75,132.27,242.16,253.27,136.28,423.57
30x20x20,55,87.32,466.47,70.77,105.42,143.98,263.69,275.87,0.0,0.0
30x24x6,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
30x24x10,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
30x24x12,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
30x24x20,55,93.13,521.38,79.54,121.29,169.65,308.76,323.2,0.0,0.0
30x24x24,55,103.01,637.42,93.1,141.71,202.66,366.72,384.05,0.0,0.0
30x26x24,55,107.14,682.16,99.67,150.78,217.34,392.48,411.1,0.0,0.0
30x30x6,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
30x30x8,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,125.93,357.97
30x30x10,55,81.72,374.91,62.92,86.03,115.22,209.53,219.01,0.0,0.0
30x30x12,55,84.72,432.73,67.55,97.75,132.27,242.16,253.27,0.0,0.0
24x18x6,56,81.92,378.08,63.27,87.09,116.77,212.5,222.12,101.81,341.52
24x18x8,56,81.92,378.08,63.27,87.09,116.77,212.5,222.12,101.81,341.52
24x18x10,56,81.92,378.08,63.27,87.09,116.77,212.5,222.12,126.81,366.52
24x18x12,56,81.92,378.08,63.27,87.09,116.77,212.5,222.12,126.81,366.52
24x18x14,56,81.92,378.08,63.27,87.09,116.77,212.5,222.12,126.81,366.52
24x18x15,56,81.92,378.08,63.27,87.09,116.77,212.5,222.12,126.81,366.52
27x14x9,56,81.92,378.08,63.27,87.09,116.77,212.5,222.12,101.81,341.52
27x27x27,56,332.55,0.0,167.8,221.33,292.09,475.55,495.14,0.0,0.0
28x4x4,56,81.92,378.08,63.27,87.09,116.77,212.5,222.12,101.81,341.52
28x4x24,56,81.92,378.08,63.27,87.09,116.77,212.5,222.12,101.81,341.52
28x6x6,56,81.92,378.08,63.27,87.09,116.77,212.5,222.12,101.81,341.52
28x6x20,56,81.92,378.08,63.27,87.09,116.77,212.5,222.12,101.81,341.52
28x6x52,56,81.92,378.08,63.27,87.09,116.77,212.5,222.12,0.0,0.0
28x8x8,56,81.92,378.08,63.27,87.09,116.77,212.5,222.12,101.81,341.52
28x10x10,56,81.92,378.08,63.27,87.09,116.77,212.5,222.12,101.81,341.52
28x12x6,56,81.92,378.08,63.27,87.09,116.77,212.5,222.12,101.81,341.52
28x12x8,56,81.92,378.08,63.27,87.09,116.77,212.5,222.12,101.81,341.52
28x12x10,56,81.92,378.08,63.27,87.09,116.77,212.5,222.12,101.81,341.52
28x12x12,56,81.92,378.08,63.27,87.09,116.77,212.5,222.12,126.81,366.52
28x14x14,56,81.92,378.08,63.27,87.09,116.77,212.5,222.12,126.81,366.52
28x15x15,56,81.92,378.08,63.27,87.09,116.77,212.5,222.12,126.81,366.52
28x16x5,56,81.92,378.08,63.27,87.09,116.77,212.5,222.12,101.81,341.52
28x16x7,56,81.92,378.08,63.27,87.09,116.77,212.5,222.12,101.81,341.52
28x16x10,56,81.92,378.08,63.27,87.09,116.77,212.5,222.12,126.81,366.52
28x16x12,56,81.92,378.08,63.27,87.09,116.77,212.5,222.12,126.81,366.52
28x16x14,56,81.92,378.08,63.27,87.09,116.77,212.5,222.12,126.81,366.52
28x17x5,56,81.92,378.08,63.27,87.09,116.77,212.5,222.12,101.81,341.52
