Dimensions,Weight (lbs),FedEx Ground or FedEx Home Delivery,FedEx Standard Overnight,UPS Ground,UPS 3 Day Select,UPS 2nd Day Air,UPS Next Day Air Savar,UPS Next Day Air,USPS Priority,USPS Priority Express
3x3x3,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
4x4x3,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
4x4x4,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
4x4x5,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
4x4x6,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
4x4x8,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
4x4x9,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
4x4x10,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,11.13,43.28
4x4x12,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
4x4x16,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
4x4x18,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
4x4x20,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
4x4x24,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,12.39,41.32
4x4x28,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,12.39,41.32
4x4x30,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,12.39,41.32
4x4x32,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,23.39,52.32
4x4x36,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,23.39,52.32
4x4x38,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,23.39,52.32
4x4x40,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,23.39,52.32
4x4x46,1,12.19,79.4,8.21,10.58,19.5,43.71,49.68,23.39,52.32
4x4x48,1,12.19,79.4,8.21,10.58,19.5,43.71,49.68,23.39,52.32
4x4x50,1,0.0,0.0,19.96,22.33,31.25,55.46,61.43,23.39,52.32
4x4x60,1,43.74,118.39,19.96,22.33,32.88,58.43,64.41,23.39,52.32
4x4x72,1,44.54,124.4,19.96,22.33,34.5,61.4,67.37,23.39,52.32
4x4x74,1,44.85,129.71,19.96,22.33,36.12,64.36,70.33,23.39,52.32
5x5x3,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
5x5x4,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
5x5x5,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
5x5x6,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
5x5x8,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
5x5x10,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
5x5x12,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
5x5x24,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,12.39,41.32
5x5x36,1,12.22,86.87,8.21,10.58,21.13,46.68,52.66,23.39,52.32
5x5x40,1,13.03,92.89,8.21,10.58,22.75,49.65,55.62,23.39,52.32
5x5x48,1,13.33,98.19,8.21,10.58,24.37,52.61,58.58,23.39,52.32
5x5x50,1,44.85,129.71,19.96,22.33,36.12,64.36,70.33,23.39,52.32
5x5x60,1,45.39,137.12,19.96,22.33,39.36,70.29,76.27,23.39,52.32
6x3x3,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
6x4x2,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
6x4x3,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
6x4x4,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
6x4x6,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
6x4x8,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
6x5x3,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
6x5x4,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
6x5x5,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
6x6x2,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
6x6x3,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
6x6x4,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
6x6x5,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
6x6x6,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
6x6x7,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
6x6x8,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
6x6x9,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
6x6x10,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,8.39,37.32
6x6x12,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,8.39,37.32
6x6x14,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,8.39,37.32
6x6x18,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,8.39,37.32
6x6x20,1,12.19,79.4,8.21,10.58,19.5,43.71,49.68,8.39,37.32
6x6x24,1,12.22,86.87,8.21,10.58,21.13,46.68,52.66,12.39,41.32
6x6x29,1,13.03,92.89,8.21,10.58,22.75,49.65,55.62,12.39,41.32
6x6x30,1,13.03,92.89,8.21,10.58,22.75,49.65,55.62,12.39,41.32
6x6x32,1,13.03,92.89,8.21,10.58,22.75,49.65,55.62,23.39,52.32
6x6x36,1,13.33,98.19,8.21,10.58,24.37,52.61,58.58,23.39,52.32
6x6x38,1,13.55,104.14,8.21,10.58,25.99,55.58,61.55,23.39,52.32
6x6x40,1,13.55,104.14,8.21,10.58,25.99,55.58,61.55,23.39,52.32
6x6x42,1,13.87,105.6,8.21,10.58,27.61,58.54,64.52,23.39,52.32
6x6x48,1,14.78,115.98,8.21,10.58,29.23,61.51,67.49,23.39,52.32
6x6x50,1,46.3,147.5,28.17,32.91,40.98,73.26,79.24,39.85,107.73
6x6x60,1,47.37,164.34,29.89,36.02,45.76,82.16,88.14,43.98,121.47
6x6x62,1,47.37,164.34,29.89,36.02,45.76,82.16,88.14,43.98,121.47
6x6x72,1,48.11,173.77,31.06,38.25,48.91,88.09,94.07,46.72,130.62
7x4x3,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
7x4x4,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
7x5x3,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
7x5x4,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
7x5x5,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
7x6x4,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
7x6x5,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
7x6x6,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
7x7x3,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
9x4x3,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
9x4x4,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
9x5x3,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
9x5x4,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
9x5x5,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
9x6x2,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
9x6x3,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
9x6x4,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
9x6x5,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
9x6x6,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
9x6x7,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,8.39,37.32
9x6x9,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,8.39,37.32
9x7x3,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
9x7x4,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
9x7x5,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
9x7x6,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,8.39,37.32
9x7x7,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,8.39,37.32
9x8x4,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
9x8x6,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,8.39,37.32
9x8x8,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,8.39,37.32
9x9x3,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
9x9x4,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
9x9x5,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,8.39,37.32
9x9x6,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,8.39,37.32
9x9x6.5,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,8.39,37.32
9x9x7,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,8.39,37.32
9x9x8,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,8.39,37.32
9x9x9,1,12.19,79.4,8.21,10.58,19.5,43.71,49.68,8.39,37.32
9x9x10,1,12.19,79.4,8.21,10.58,19.5,43.71,49.68,8.39,37.32
9x9x11,1,12.22,86.87,8.21,10.58,21.13,46.68,52.66,8.39,37.32
9x9x12,1,12.22,86.87,8.21,10.58,21.13,46.68,52.66,8.39,37.32
9x9x12.5,1,13.03,92.89,8.21,10.58,22.75,49.65,55.62,8.39,37.32
9x9x18,1,13.55,104.14,8.21,10.58,25.99,55.58,61.55,8.39,37.32
9x9x30,1,16.21,137.24,19.0,25.39,35.59,73.37,79.35,34.35,115.03
9x9x36,1,17.34,149.51,20.7,28.73,40.32,82.28,88.25,49.44,139.77
9x9x48,1,23.53,177.45,25.95,35.31,49.67,100.07,106.05,84.36,195.17
10x4x4,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
10x5x4,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
10x5x5,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
10x6x2,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
10x6x3,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
10x6x4,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
10x6x5,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
10x6x6,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,8.39,37.32
10x6x57,1,52.96,196.43,34.77,43.81,56.77,102.92,108.9,53.61,154.23
10x7x2,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
10x7x3,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
10x7x4,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
10x7x5,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,8.39,37.32
10x7x7,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,8.39,37.32
10x7x9,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,8.39,37.32
10x8x2,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
10x8x3,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
10x8x4,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
10x8x5,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,8.39,37.32
10x8x6,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,8.39,37.32
10x8x7,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,8.39,37.32
10x8x8,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,8.39,37.32
10x8x9,1,12.19,79.4,8.21,10.58,19.5,43.71,49.68,8.39,37.32
10x8x10,1,12.19,79.4,8.21,10.58,19.5,43.71,49.68,8.39,37.32
10x8x12,1,12.22,86.87,8.21,10.58,21.13,46.68,52.66,8.39,37.32
10x9x4,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,8.39,37.32
10x9x6,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,8.39,37.32
10x9x8,1,12.19,79.4,8.21,10.58,19.5,43.71,49.68,8.39,37.32
10x9x9,1,12.19,79.4,8.21,10.58,19.5,43.71,49.68,8.39,37.32
10x10x2,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
10x10x3,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
10x10x4,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,8.39,37.32
10x10x5,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,8.39,37.32
10x10x6,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,8.39,37.32
10x10x7,1,12.19,79.4,8.21,10.58,19.5,43.71,49.68,8.39,37.32
12x3x3,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
12x4x4,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
12x4x48,1,15.85,132.83,18.14,24.27,34.01,70.41,76.39,43.98,121.47
12x5x4,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
12x5x5,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
12x6x2,1,10.88,56.75,8.21,10.58,12.8,31.83,37.82,8.39,37.32
12x6x3,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
12x6x4,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
12x6x5,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,8.39,37.32
12x6x6,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,8.39,37.32
12x6x8,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,8.39,37.32
12x6x12,1,12.22,86.87,8.21,10.58,21.13,46.68,52.66,8.39,37.32
12x7x4,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,8.39,37.32
12x7x5,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,8.39,37.32
12x7x7,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,8.39,37.32
12x8x2,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
12x8x3,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
12x8x4,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,8.39,37.32
12x8x5,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,8.39,37.32
12x8x6,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,8.39,37.32
12x8x7,1,12.19,79.4,8.21,10.58,19.5,43.71,49.68,8.39,37.32
12x8x8,1,12.19,79.4,8.21,10.58,19.5,43.71,49.68,8.39,37.32
12x8x10,1,12.22,86.87,8.21,10.58,21.13,46.68,52.66,8.39,37.32
12x8x12,1,13.03,92.89,8.21,10.58,22.75,49.65,55.62,8.39,37.32
12x9x2,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
12x9x3,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
12x9x4,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,8.39,37.32
12x9x5,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,8.39,37.32
12x9x6,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,8.39,37.32
12x9x7,1,12.19,79.4,8.21,10.58,19.5,43.71,49.68,8.39,37.32
12x9x8,1,12.22,86.87,8.21,10.58,21.13,46.68,52.66,8.39,37.32
12x9x9,1,12.22,86.87,8.21,10.58,21.13,46.68,52.66,8.39,37.32
12x9x10,1,13.03,92.89,8.21,10.58,22.75,49.65,55.62,8.39,37.32
12x9x12,1,13.33,98.19,8.21,10.58,24.37,52.61,58.58,8.39,37.32
12x10x2,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
12x10x3,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,8.39,37.32
12x10x4,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,8.39,37.32
12x10x5,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,8.39,37.32
12x10x6,1,12.19,79.4,8.21,10.58,19.5,43.71,49.68,8.39,37.32
12x10x7,1,12.22,86.87,8.21,10.58,21.13,46.68,52.66,8.39,37.32
12x10x8,1,12.22,86.87,8.21,10.58,21.13,46.68,52.66,8.39,37.32
12x10x9,1,13.03,92.89,8.21,10.58,22.75,49.65,55.62,8.39,37.32
12x10x10,1,13.33,98.19,8.21,10.58,24.37,52.61,58.58,8.39,37.32
12x10x12,1,13.55,104.14,8.21,10.58,25.99,55.58,61.55,8.39,37.32
12x10x14,1,14.78,115.98,8.21,10.58,29.23,61.51,67.49,8.39,37.32
12x11x11,1,13.55,104.14,8.21,10.58,25.99,55.58,61.55,8.39,37.32
12x12x2,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
12x12x3,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,8.39,37.32
12x12x4,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,8.39,37.32
12x12x5,1,12.19,79.4,8.21,10.58,19.5,43.71,49.68,8.39,37.32
12x12x6,1,12.22,86.87,8.21,10.58,21.13,46.68,52.66,8.39,37.32
12x12x7,1,13.03,92.89,8.21,10.58,22.75,49.65,55.62,8.39,37.32
12x12x8,1,13.03,92.89,8.21,10.58,22.75,49.65,55.62,8.39,37.32
12x12x9,1,13.33,98.19,8.21,10.58,24.37,52.61,58.58,8.39,37.32
14x4x4,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
14x4x42,1,16.21,137.24,19.0,25.39,35.59,73.37,79.35,45.35,126.03
14x4x52,1,48.86,181.03,32.45,40.48,52.07,94.03,100.0,49.44,139.77
14x4x68,1,54.07,206.28,36.72,45.98,59.87,108.86,114.83,82.33,189.87
14x6x2,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
14x6x4,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,8.39,37.32
14x6x6,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,8.39,37.32
14x6x8,1,12.19,79.4,8.21,10.58,19.5,43.71,49.68,8.39,37.32
14x7x5,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,8.39,37.32
14x7x7,1,12.19,79.4,8.21,10.58,19.5,43.71,49.68,8.39,37.32
14x8x4,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,8.39,37.32
14x8x5,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,8.39,37.32
14x8x6,1,12.19,79.4,8.21,10.58,19.5,43.71,49.68,8.39,37.32
14x8x8,1,12.22,86.87,8.21,10.58,21.13,46.68,52.66,8.39,37.32
14x9x6,1,12.19,79.4,8.21,10.58,19.5,43.71,49.68,8.39,37.32
14x9x9,1,13.03,92.89,8.21,10.58,22.75,49.65,55.62,8.39,37.32
14x10x2,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
14x10x3,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,8.39,37.32
14x10x4,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,8.39,37.32
14x10x5,1,12.19,79.4,8.21,10.58,19.5,43.71,49.68,8.39,37.32
14x10x6,1,12.22,86.87,8.21,10.58,21.13,46.68,52.66,8.39,37.32
14x10x7,1,12.22,86.87,8.21,10.58,21.13,46.68,52.66,8.39,37.32
14x10x8,1,13.03,92.89,8.21,10.58,22.75,49.65,55.62,8.39,37.32
14x10x9,1,13.33,98.19,8.21,10.58,24.37,52.61,58.58,8.39,37.32
14x10x10,1,13.55,104.14,8.21,10.58,25.99,55.58,61.55,8.39,37.32
14x10x11,1,13.87,105.6,8.21,10.58,27.61,58.54,64.52,8.39,37.32
14x10x12,1,14.78,115.98,8.21,10.58,29.23,61.51,67.49,8.39,37.32
14x11x3,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,8.39,37.32
14x11x6,1,12.22,86.87,8.21,10.58,21.13,46.68,52.66,8.39,37.32
14x11x8,1,13.33,98.19,8.21,10.58,24.37,52.61,58.58,8.39,37.32
14x11x10,1,13.87,105.6,8.21,10.58,27.61,58.54,64.52,8.39,37.32
14x11x11,1,14.78,115.98,8.21,10.58,29.23,61.51,67.49,8.39,37.32
14x12x3,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,8.39,37.32
14x12x4,1,12.19,79.4,8.21,10.58,19.5,43.71,49.68,8.39,37.32
14x12x5,1,12.22,86.87,8.21,10.58,21.13,46.68,52.66,8.39,37.32
14x12x6,1,13.03,92.89,8.21,10.58,22.75,49.65,55.62,8.39,37.32
14x12x8,1,13.55,104.14,8.21,10.58,25.99,55.58,61.55,8.39,37.32
14x12x9,1,13.87,105.6,8.21,10.58,27.61,58.54,64.52,8.39,37.32
14x12x10,1,14.78,115.98,8.21,10.58,29.23,61.51,67.49,8.39,37.32
14x12x12,1,15.34,127.08,17.56,23.15,32.43,67.44,73.42,27.61,101.88
14x12x14,1,16.21,137.24,19.0,25.39,35.59,73.37,79.35,30.35,111.03
14x14x2,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,8.39,37.32
14x14x3,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,8.39,37.32
14x14x4,1,12.19,79.4,8.21,10.58,19.5,43.71,49.68,8.39,37.32
14x14x5,1,12.22,86.87,8.21,10.58,21.13,46.68,52.66,8.39,37.32
14x14x6,1,13.33,98.19,8.21,10.58,24.37,52.61,58.58,8.39,37.32
14x14x7,1,13.55,104.14,8.21,10.58,25.99,55.58,61.55,8.39,37.32
14x14x8,1,13.87,105.6,8.21,10.58,27.61,58.54,64.52,8.39,37.32
14x14x9,1,14.78,115.98,16.42,21.16,29.23,61.51,67.49,24.85,92.73
14x14x10,1,15.04,121.62,16.86,22.11,30.86,64.48,70.45,26.23,97.32
14x14x12,1,16.21,137.24,19.0,25.39,35.59,73.37,79.35,30.35,111.03
14x14x14,1,16.72,145.91,19.91,27.61,38.75,79.31,85.28,33.08,120.2
14x14x16,1,17.97,152.9,21.51,29.84,41.9,85.24,91.22,35.81,129.35
14x14x18,1,22.04,171.81,24.07,33.14,46.58,94.14,100.12,65.42,169.55
14x14x19,1,22.55,174.76,24.97,34.23,48.12,97.11,103.08,67.33,174.87
14x14x20,1,23.53,177.45,25.95,35.31,49.67,100.07,106.05,69.36,180.17
14x14x24,1,26.34,201.68,30.04,40.74,57.42,114.9,121.04,95.92,210.7
14x14x30,1,30.86,232.66,35.9,48.27,68.27,135.67,142.33,105.17,248.3
14x14x36,1,34.77,269.3,40.85,55.73,79.12,156.44,164.13,124.45,300.85
14x14x40,1,37.23,286.61,44.21,61.06,86.87,171.27,179.7,129.86,329.18
14x14x48,1,38.67,334.98,46.56,70.65,100.83,197.97,207.74,138.49,383.23
18x4x4,1,10.88,64.14,8.21,10.58,14.4,34.81,40.79,8.39,37.32
18x6x4,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,8.39,37.32
18x6x6,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,8.39,37.32
18x6x45,1,27.21,202.54,31.18,41.83,58.97,117.87,124.07,108.24,227.02
18x7x7,1,12.22,86.87,8.21,10.58,21.13,46.68,52.66,8.39,37.32
18x7x52,1,64.13,278.87,50.12,64.29,86.22,159.28,166.53,121.32,281.98
18x8x4,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,8.39,37.32
18x8x6,1,12.22,86.87,8.21,10.58,21.13,46.68,52.66,8.39,37.32
18x8x8,1,13.03,92.89,8.21,10.58,22.75,49.65,55.62,8.39,37.32
18x9x9,1,13.55,104.14,8.21,10.58,25.99,55.58,61.55,8.39,37.32
18x10x4,1,12.19,79.4,8.21,10.58,19.5,43.71,49.68,8.39,37.32
18x10x6,1,13.03,92.89,8.21,10.58,22.75,49.65,55.62,8.39,37.32
18x10x8,1,13.55,104.14,8.21,10.58,25.99,55.58,61.55,8.39,37.32
18x10x10,1,14.78,115.98,16.42,21.16,29.23,61.51,67.49,24.85,92.73
18x10x12,1,15.85,132.83,18.14,24.27,34.01,70.41,76.39,28.98,106.47
18x12x2,1,10.88,70.04,8.21,10.58,16.09,37.78,43.76,8.39,37.32
18x12x3,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,8.39,37.32
18x12x4,1,12.22,86.87,8.21,10.58,21.13,46.68,52.66,8.39,37.32
18x12x5,1,13.03,92.89,8.21,10.58,22.75,49.65,55.62,8.39,37.32
18x12x6,1,13.33,98.19,8.21,10.58,24.37,52.61,58.58,8.39,37.32
18x12x7,1,13.87,105.6,8.21,10.58,27.61,58.54,64.52,8.39,37.32
18x12x8,1,14.78,115.98,8.21,10.58,29.23,61.51,67.49,8.39,37.32
18x12x9,1,15.04,121.62,16.86,22.11,30.86,64.48,70.45,26.23,97.32
18x12x10,1,15.85,132.83,18.14,24.27,34.01,70.41,76.39,28.98,106.47
18x12x12,1,16.59,142.25,19.31,26.5,37.16,76.34,82.32,31.72,115.62
18x12x14,1,17.97,152.9,21.51,29.84,41.9,85.24,91.22,35.81,129.35
18x12x16,1,21.44,164.91,23.02,32.06,45.02,91.17,97.15,38.61,139.23
18x12x18,1,23.53,177.45,25.95,35.31,49.67,100.07,106.05,69.36,180.17
18x12x20,1,25.08,194.3,28.04,38.57,54.33,108.98,114.99,88.24,196.08
18x13x5,1,13.33,98.19,8.21,10.58,24.37,52.61,58.58,8.39,37.32
18x13x12,1,16.72,145.91,19.91,27.61,38.75,79.31,85.28,33.08,120.2
18x14x4,1,13.03,92.89,8.21,10.58,22.75,49.65,55.62,8.39,37.32
18x14x6,1,13.87,105.6,8.21,10.58,27.61,58.54,64.52,8.39,37.32
18x14x8,1,15.34,127.08,17.56,23.15,32.43,67.44,73.42,27.61,101.88
18x14x10,1,16.59,142.25,19.31,26.5,37.16,76.34,82.32,31.72,115.62
18x14x12,1,17.97,152.9,21.51,29.84,41.9,85.24,91.22,35.81,129.35
18x14x14,1,22.04,171.81,24.07,33.14,46.58,94.14,100.12,65.42,169.55
18x14x18,1,26.02,199.51,29.44,39.65,55.87,111.94,118.01,90.36,201.4
18x15x15,1,23.93,178.44,26.6,36.4,51.22,103.04,109.01,71.51,185.47
18x16x2,1,11.87,75.88,8.21,10.58,17.8,40.75,46.72,8.39,37.32
18x16x4,1,13.03,92.89,8.21,10.58,22.75,49.65,55.62,8.39,37.32
18x16x6,1,14.78,115.98,8.21,10.58,29.23,61.51,67.49,8.39,37.32
18x16x8,1,15.85,132.83,18.14,24.27,34.01,70.41,76.39,28.98,106.47
18x16x10,1,17.34,149.51,20.7,28.73,40.32,82.28,88.25,34.44,124.77
18x16x12,1,21.44,164.91,23.02,32.06,45.02,91.17,97.15,38.61,139.23
18x16x14,1,23.93,178.44,26.6,36.4,51.22,103.04,109.01,71.51,185.47
18x16x16,1,26.02,199.51,29.44,39.65,55.87,111.94,118.01,90.36,201.4
